item_id,date,p10,p50,p90
shenzhen_bay,2024-04-19T00:00:00Z,31201.356328317772,40712.441144251614,48649.4970889999
shenzhen_bay,2024-04-20T00:00:00Z,35515.25296572289,49342.074339855375,61323.53473670151
shenzhen_bay,2024-04-21T00:00:00Z,46771.76345585814,63727.405019413076,76098.47738575142
shenzhen_bay,2024-04-22T00:00:00Z,35077.70421548502,45166.915186313825,62840.708872229625
shenzhen_bay,2024-04-23T00:00:00Z,30262.182021479544,40656.99316376419,51012.95803357645
shenzhen_bay,2024-04-24T00:00:00Z,32224.65957155789,40725.38088418043,50781.42772360375
shenzhen_bay,2024-04-25T00:00:00Z,32454.460223085924,40750.08289317998,50580.48690081605
shenzhen_bay,2024-04-26T00:00:00Z,31161.215631054234,43936.30716082748,54488.416939628456
shenzhen_bay,2024-04-27T00:00:00Z,38406.09541073463,51257.64532278853,63219.698529369794
shenzhen_bay,2024-04-28T00:00:00Z,41040.74262875972,62176.992247101414,75341.11992480478
shenzhen_bay,2024-04-29T00:00:00Z,35640.89899165935,45468.85223478956,66521.21958010507
shenzhen_bay,2024-04-30T00:00:00Z,31705.862098287485,40306.641508837034,51054.602688178304
shenzhen_bay,2024-05-01T00:00:00Z,32019.449554933908,40548.37654785248,50113.30363829205
shenzhen_bay,2024-05-02T00:00:00Z,30726.737856300177,40110.85247414912,49290.555174677
shenzhen_bay,2024-05-03T00:00:00Z,31393.413237415356,43078.30368567888,53290.9623259618
shenzhen_bay,2024-05-04T00:00:00Z,40800.41356207444,51064.59928576488,63176.25171216392
shenzhen_bay,2024-05-05T00:00:00Z,49258.46990496797,61530.44474323216,77017.02516420094
shenzhen_bay,2024-05-06T00:00:00Z,33833.79706167482,44366.526320904886,62865.936898730244
shenzhen_bay,2024-05-07T00:00:00Z,31958.290243169864,41283.76160914524,53123.20761699207
shenzhen_bay,2024-05-08T00:00:00Z,31291.558499817933,41503.31747659306,51973.68496619924
shenzhen_bay,2024-05-09T00:00:00Z,32150.385436993365,40593.863874649294,49871.02856140897
shenzhen_bay,2024-05-10T00:00:00Z,33717.68079591362,43064.037757389335,54287.81906457861
shenzhen_bay,2024-05-11T00:00:00Z,41532.87114084492,51952.27826493517,65320.09026324819
shenzhen_bay,2024-05-12T00:00:00Z,46652.51263549667,61188.82216770012,76685.49818149602
shenzhen_bay,2024-05-13T00:00:00Z,35251.98048151055,44762.10136448688,60441.700633770524
shenzhen_bay,2024-05-14T00:00:00Z,30952.483172531814,39590.08433535379,51359.72326665114
shenzhen_bay,2024-05-15T00:00:00Z,32584.827248544665,41138.1273423814,50990.116821474745
