item_id,date,p10,p50,p90
heung_yuen_wai,2024-04-19T00:00:00Z,27255.644904940425,32218.128637956208,37176.36625750444
heung_yuen_wai,2024-04-20T00:00:00Z,33281.02362241024,37957.05483459802,43764.943261397944
heung_yuen_wai,2024-04-21T00:00:00Z,38194.627144466736,45642.53850467208,52519.94341877184
heung_yuen_wai,2024-04-22T00:00:00Z,30980.786490215934,36154.42381390046,43918.79322136326
heung_yuen_wai,2024-04-23T00:00:00Z,29084.806086484183,34225.815884473544,41127.74730894623
heung_yuen_wai,2024-04-24T00:00:00Z,29849.252839545574,34876.60620136608,41758.77158346596
heung_yuen_wai,2024-04-25T00:00:00Z,28773.20761438348,34055.11004744803,41160.713231528374
heung_yuen_wai,2024-04-26T00:00:00Z,26773.2042735985,34018.63789169771,41147.95937879423
heung_yuen_wai,2024-04-27T00:00:00Z,31061.664930138086,38677.76891061271,45583.26132182981
heung_yuen_wai,2024-04-28T00:00:00Z,36949.16387753358,45740.47151075665,53309.34170683001
heung_yuen_wai,2024-04-29T00:00:00Z,30584.977990787724,36428.66082112364,46030.59369194522
heung_yuen_wai,2024-04-30T00:00:00Z,28343.064451474438,33914.997458602425,42166.720931845746
heung_yuen_wai,2024-05-01T00:00:00Z,28653.249020443232,34743.33749105075,42253.476294526605
heung_yuen_wai,2024-05-02T00:00:00Z,28292.860216328245,34069.96522199387,41859.81422239091
heung_yuen_wai,2024-05-03T00:00:00Z,27454.323514753727,33972.0769397886,41998.16138220967
heung_yuen_wai,2024-05-04T00:00:00Z,32427.2106086715,38554.02386545311,46470.845702025515
heung_yuen_wai,2024-05-05T00:00:00Z,38544.5336626001,44969.594165229886,54852.20456787704
heung_yuen_wai,2024-05-06T00:00:00Z,29497.026422396404,35843.05945495832,46532.1995567966
heung_yuen_wai,2024-05-07T00:00:00Z,27288.476592063762,34180.45982172485,43565.638285926405
heung_yuen_wai,2024-05-08T00:00:00Z,27023.999742880296,35503.8833022556,43853.30076225452
heung_yuen_wai,2024-05-09T00:00:00Z,27758.157406857223,34575.30842453995,42768.3000023839
heung_yuen_wai,2024-05-10T00:00:00Z,27293.682418920464,34075.43122744358,42160.45803360646
heung_yuen_wai,2024-05-11T00:00:00Z,31613.85756649283,38868.53263918638,48283.48322513368
heung_yuen_wai,2024-05-12T00:00:00Z,38016.36048840937,45039.7717342113,55326.398564175906
heung_yuen_wai,2024-05-13T00:00:00Z,29382.739346894083,36487.70361737773,47611.84300751863
heung_yuen_wai,2024-05-14T00:00:00Z,26971.511295105243,33960.68310097697,44088.099540978656
heung_yuen_wai,2024-05-15T00:00:00Z,28050.677370185753,35350.86280275549,44383.21164347258
heung_yuen_wai,2024-05-16T00:00:00Z,27575.404920232708,35084.727706080506,44487.23505751145
heung_yuen_wai,2024-05-17T00:00:00Z,25155.276583736504,34545.781772899885,43480.45456765854
heung_yuen_wai,2024-05-18T00:00:00Z,28886.784794017218,39473.783149978146,49053.63273606653
heung_yuen_wai,2024-05-19T00:00:00Z,35898.413758758645,46585.040955834476,56832.98208122478
heung_yuen_wai,2024-05-20T00:00:00Z,29276.576083796957,36982.227996361355,49217.60848118947
heung_yuen_wai,2024-05-21T00:00:00Z,26878.74391537391,34787.30033869934,44952.34182947247
heung_yuen_wai,2024-05-22T00:00:00Z,26474.875494030355,35783.24396314824,45618.801758966714
heung_yuen_wai,2024-05-23T00:00:00Z,26020.42197702923,35603.04154923407,45203.96172458041
heung_yuen_wai,2024-05-24T00:00:00Z,25808.110100564594,34046.090257514654,44325.61995059437
heung_yuen_wai,2024-05-25T00:00:00Z,29052.86029103904,39921.05632618768,49783.19436367986
heung_yuen_wai,2024-05-26T00:00:00Z,34512.442734134034,46400.22391543494,57470.56806276573
heung_yuen_wai,2024-05-27T00:00:00Z,29240.446249241773,37361.16102718763,50129.753495888304
heung_yuen_wai,2024-05-28T00:00:00Z,26858.52629603353,35026.68796154243,46455.97101950859
heung_yuen_wai,2024-05-29T00:00:00Z,26421.80677260656,36159.76921576226,46242.58853380953
heung_yuen_wai,2024-05-30T00:00:00Z,27055.183086456887,35318.21356860999,46063.7721650911
heung_yuen_wai,2024-05-31T00:00:00Z,26261.055435612485,34462.69706002959,45087.062735817744
heung_yuen_wai,2024-06-01T00:00:00Z,28538.725540702468,39691.24782298123,50200.63544789665
