item_id,date,p10,p50,p90
lok_ma_chau_spur_line,2024-04-19T00:00:00Z,49755.30571262828,64583.526722861985,75265.34644933134
lok_ma_chau_spur_line,2024-04-20T00:00:00Z,58794.63165759084,79580.64371641213,96552.95529151529
lok_ma_chau_spur_line,2024-04-21T00:00:00Z,73802.00057263351,96116.76074736832,112835.65913477802
lok_ma_chau_spur_line,2024-04-22T00:00:00Z,55275.50387743865,68950.1329782073,93469.98067613461
lok_ma_chau_spur_line,2024-04-23T00:00:00Z,48695.88386650615,64409.72672323163,77463.1370193247
lok_ma_chau_spur_line,2024-04-24T00:00:00Z,52095.76047157453,64916.37613227984,78155.42959103623
lok_ma_chau_spur_line,2024-04-25T00:00:00Z,52569.155447531666,64531.124650982354,78023.88801471982
lok_ma_chau_spur_line,2024-04-26T00:00:00Z,49743.047732186795,69110.09853638374,84671.26061290284
lok_ma_chau_spur_line,2024-04-27T00:00:00Z,61027.672603656465,83394.1133126634,99387.77030392432
lok_ma_chau_spur_line,2024-04-28T00:00:00Z,62875.96741380462,95135.1080861903,111440.23658300375
lok_ma_chau_spur_line,2024-04-29T00:00:00Z,56489.24714270378,69509.76540206703,95677.53400701462
lok_ma_chau_spur_line,2024-04-30T00:00:00Z,51192.21893632235,63346.962989994514,77383.10701201615
lok_ma_chau_spur_line,2024-05-01T00:00:00Z,52210.7371282142,64631.484063380165,77287.89762277571
lok_ma_chau_spur_line,2024-05-02T00:00:00Z,49693.66513656989,64071.88349746341,76572.33079091168
lok_ma_chau_spur_line,2024-05-03T00:00:00Z,51026.6458667831,68242.33316587876,83203.73104314052
lok_ma_chau_spur_line,2024-05-04T00:00:00Z,66356.94918239544,82248.76709514539,99704.28319108606
lok_ma_chau_spur_line,2024-05-05T00:00:00Z,76633.34409652936,92730.26568173568,114217.66192253797
lok_ma_chau_spur_line,2024-05-06T00:00:00Z,53315.350911509966,68157.06056677013,91286.28672092856
lok_ma_chau_spur_line,2024-05-07T00:00:00Z,51237.8758861749,64433.357255600204,80405.15458874774
lok_ma_chau_spur_line,2024-05-08T00:00:00Z,50599.144116949006,66418.63812196867,80479.5962686594
lok_ma_chau_spur_line,2024-05-09T00:00:00Z,51966.38237439604,63697.86942145523,77351.76026197596
lok_ma_chau_spur_line,2024-05-10T00:00:00Z,52539.58191848231,68250.47126998322,84548.32359302361
lok_ma_chau_spur_line,2024-05-11T00:00:00Z,66582.25733418015,84206.79806953829,103133.33074859124
lok_ma_chau_spur_line,2024-05-12T00:00:00Z,72981.60268563614,93101.57589249985,114805.88195056956
lok_ma_chau_spur_line,2024-05-13T00:00:00Z,55073.182586988696,67881.17502521358,87840.47162963891
lok_ma_chau_spur_line,2024-05-14T00:00:00Z,49915.41915354522,62550.66635333486,78733.70459839675
lok_ma_chau_spur_line,2024-05-15T00:00:00Z,52709.7071528502,65644.85047236887,78444.44059227481
lok_ma_chau_spur_line,2024-05-16T00:00:00Z,52239.910829022374,66169.63368174656,80610.83007134827
lok_ma_chau_spur_line,2024-05-17T00:00:00Z,44495.33768702445,68692.07327352402,84586.02215941745
lok_ma_chau_spur_line,2024-05-18T00:00:00Z,62419.758835906265,83939.50400952125,102806.47396499918
lok_ma_chau_spur_line,2024-05-19T00:00:00Z,71594.1585148507,96396.22842719732,116105.76781600052
lok_ma_chau_spur_line,2024-05-20T00:00:00Z,56074.991030748606,69940.87717062572,95233.31696316905
lok_ma_chau_spur_line,2024-05-21T00:00:00Z,51188.81591276726,65197.01823543811,81311.05466156652
lok_ma_chau_spur_line,2024-05-22T00:00:00Z,49614.77105951137,65893.22089636845,80427.61978478634
lok_ma_chau_spur_line,2024-05-23T00:00:00Z,50715.56799259287,67044.85742645788,81126.0075929068
lok_ma_chau_spur_line,2024-05-24T00:00:00Z,48566.156953393955,67527.28315850296,84291.53113170638
